country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,distribution_method,marketing_auth_holder,shortage_start,estimated_end,status,reason,therapeutic_alternatives,scraped_at
GR,Greece,EOF,LOPRESOR F.C.TAB 100MG/TAB ΒΤΧ40(ΣΕBLISTERS),"METOPROLOL, TARTRATE",,,2801288702017,C07AB02,ΦΑΡΜΑΚΕΙΟΥ,RECORDATI HELLAS PHARMACEUTICALS A.E.,2026-02-17,2026-03-16,shortage,Καθυστέρηση παράδοσης,,2026-03-12T16:42:03.347998
GR,Greece,EOF,"METAZERO® XR PR.TAB 23,75MG/TAB BT X 30 TAB PVC/PE/PVDC-ΦΥΛΛΟ ΑΛΟΥΜΙΝΙΟΥ",METOPROLOL,,,2803268101049,C07AB02,ΦΑΡΜΑΚΕΙΟΥ,"KRKA D.D. NOVO MESTO, SLOVENIA",2025-12-05,2026-03-15,shortage,Αυξημένη ζήτηση,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα. Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής και μορφής,2026-03-12T16:42:03.347998
GR,Greece,EOF,PLENDIL PR.TAB 10MG/TAB ΒΤ X 28 (ΣΕ CALENDAR BLISTER),FELODIPINE,,,2801978901027,C08CA02,ΦΑΡΜΑΚΕΙΟΥ,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-05-12,2026-12-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας C08CA - Παράγωγα διυδροπυριδίνης με τις ίδιες ενδείξεις,2026-03-12T16:42:03.347998
GR,Greece,EOF,PLENDIL PR.TAB 5MG/TAB ΒΤX 28 (ΣΕ CALENDAR BLISTER),FELODIPINE,,,2801978902024,C08CA02,ΦΑΡΜΑΚΕΙΟΥ,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-05-12,2026-12-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας C08CA - Παράγωγα διυδροπυριδίνης με τις ίδιες ενδείξεις,2026-03-12T16:42:03.347998
GR,Greece,EOF,ISOPTIN F.C.TAB 120MG/TAB BTx20(BLIST2x10),"VERAPAMIL, HYDROCHLORID, E",,,2800501909011,C08DA01,ΦΑΡΜΑΚΕΙΟΥ,"VIATRIS HEALTHCARE LIMITED, IRELAND",2026-02-01,2026-03-20,shortage,Αυξημένη ζήτηση,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας C08D - Εκλεκτικοί Αποκλειστές Διαύλων Ασβεστίου με Άμεση Δράση στην Καρδιά με τις ίδιες ενδείξεις,2026-03-12T16:42:03.347998
GR,Greece,EOF,"ZESTORETIC TABLET (20+12,5)MG/TAB BTX14(BLIST1X14)","LISINOPRIL ,, HYDROCHLOROT, HIAZIDE",,,2802027801015,C09BA03,ΦΑΡΜΑΚΕΙΟΥ,"ATNAHS PHARMA NETHERLANDS B.V., THE NETHERLANDS",2025-11-26,2026-05-14,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας C09BA - Αναστολείς του μετατρεπτικού ενζύμου της αγγειοτασίνης σε συνδυασμό με διουρητικά με τις ίδιες ενδείξεις. Εναλλακτικά διαφορετικά προϊόντα για κάθε μία από τις δραστικές ουσίες.,2026-03-12T16:42:03.347998
GR,Greece,EOF,VALSARETA® F.C.TAB 40MG/TAB BT x 28 (σε BLISTERS PVC/PE/PVDC/Al foil),VALSARTAN,,,2803239401031,C09CA03,ΦΑΡΜΑΚΕΙΟΥ,"KRKA D.D. NOVO MESTO, SLOVENIA",2026-02-19,2026-03-31,shortage,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.347998
GR,Greece,EOF,FYRONEXE TABLET 16MG/TAB BTx30 δισκία σε κυψέλες (blisters) από AL/AL,"CANDESARTAN, CILEXETIL",,,2802776303051,C09CA06,ΦΑΡΜΑΚΕΙΟΥ,"SANDOZ GMBH, KUNDL, AUSTRIA",2026-01-26,2026-03-20,shortage,Αυξημένη ζήτηση,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.347998
GR,Greece,EOF,OLMESARTAN+HCTZ/SANDOZ F.C.TAB (20+25)MG/TAB BTX30 TABS (BLISTER PVC/PVDC/AL),"OLMESARTAN,, HYDROCHLOROT, HIAZIDE",,,2803072602121,C09DA08,ΦΑΡΜΑΚΕΙΟΥ,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2025-09-03,2026-03-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.347998
GR,Greece,EOF,OLMESARTAN+HCTZ/SANDOZ F.C.TAB (40+12.5)MG/TAB BTX30 TABS (BLISTER PVC/PVDC/AL),"OLMESARTAN,, HYDROCHLOROT, HIAZIDE",,,2803072603128,C09DA08,ΦΑΡΜΑΚΕΙΟΥ,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2025-09-03,2026-03-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.347998
GR,Greece,EOF,COMPRELAN® F.C.TAB (20+5)MG/TAB BT X 28 TABS ΣΕ BLISTER (OPA/AL/PVC-AL),"OLMESARTAN,, AMLODIPINE",,,2803218401021,C09DB02,ΦΑΡΜΑΚΕΙΟΥ,RAFARM A.E.B.E.,2026-01-07,2026-03-20,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.347998
GR,Greece,EOF,COMPRELAN® F.C.TAB (40+10)MG/TAB BT X 28 TABS ΣΕ BLISTER (OPA/AL/PVC-AL),"OLMESARTAN,, AMLODIPINE",,,2803218403025,C09DB02,ΦΑΡΜΑΚΕΙΟΥ,RAFARM A.E.B.E.,2025-11-05,2026-03-20,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.347998
GR,Greece,EOF,OLMEDIPIN F.C.TAB (40+5)MG/TAB 1 BTx28 TABS σε BLISTER PVC/Alu/OPA-Alu,"OLMESARTAN,, AMLODIPINE",,,2803152502020,C09DB02,ΦΑΡΜΑΚΕΙΟΥ,"VIATRIS LIMITED, IRELAND",2026-03-02,2026-03-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.355582
GR,Greece,EOF,NELIBAT F.C.TAB 40MG/TAB BTX30 (BLIST 3X10),ATORVASTATIN,,,2802964203033,C10AA05,ΦΑΡΜΑΚΕΙΟΥ,LIBYTEC ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. Δ.Τ. LIBYTEC A.E.,2025-12-22,2026-04-01,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,ROSUVASTATIN/MYLAN F.C.TAB 10MG/TAB BTx28 (Polyamide/Al/LDPE DESICCANT-HDPE/Al/ blister),"ROSUVASTATIN, CALCIUM",,,2803112002034,C10AA07,ΦΑΡΜΑΚΕΙΟΥ,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-04-01,2026-07-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,ROSUVASTATIN/MYLAN F.C.TAB 40MG/TAB BTx28 (Polyamide/Al/LDPE DESICCANT-HDPE/Al/ blister),"ROSUVASTATIN, CALCIUM",,,2803112004038,C10AA07,ΦΑΡΜΑΚΕΙΟΥ,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-04-01,2026-07-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,ROSUVASTATIN/MYLAN F.C.TAB 5MG/TAB BTX28 (POLYAMIDE/AL/LDPE DESICCANT-HDPE/AL/ BLISTER),ROSUVASTATIN,,,2803112001037,C10AA07,ΦΑΡΜΑΚΕΙΟΥ,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2025-12-12,2026-07-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,EZETIMIBE+SIMVASTATIN/MYLAN TABLET (10+10)MG/TAB BTX(28 X 1) TABS ΣΕ BLISTER (UNIT DOSE),"SIMVASTATIN,, EZETIMIBE",,,2803076101064,C10BA02,ΦΑΡΜΑΚΕΙΟΥ,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-01-30,2026-06-30,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.355582
GR,Greece,EOF,SIMVEZOR TABLET (10+20)MG/TAB BTX30 TABS ΣΕ BLISTER (AL-OPA/AL),"SIMVASTATIN,, EZETIMIBE",,,2803186202057,C10BA02,ΦΑΡΜΑΚΕΙΟΥ,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2025-10-01,2026-06-30,shortage,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.355582
GR,Greece,EOF,EZETIMIBE+SIMVASTATIN/MYLAN TABLET (10+20)MG/TAB BTX(28 X 1) TABS  ( PVC/PVDC- ALU BLISTER-UNIT DOSE),"SIMVASTATIN,, EZETIMIBE",,,2803076102078,C10BA02,ΦΑΡΜΑΚΕΙΟΥ,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-02-23,2026-06-30,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",2026-03-12T16:42:03.355582
GR,Greece,EOF,SIMVEZOR TAB (10+10)MG/TAB BTX30 TABS ΣΕ BLISTER (AL-OPA/AL),"SIMVASTATIN,, EZETIMIBE",,,2803186201050,C10BA02,ΦΑΡΜΑΚΕΙΟΥ,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2025-05-15,2026-06-30,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,PEVARYL CREAM 1% W/W BTx30G,"ECONAZOLE, NITRATE",,,2800599806018,D01AC03,ΦΑΡΜΑΚΕΙΟΥ,"KARO HEALTHCARE AB, SWEDEN",2026-05-11,2026-12-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC με τις ίδιες ενδείξεις,2026-03-12T16:42:03.355582
GR,Greece,EOF,FUNGORAL CREAM 2% TUBX30 G,KETOCONAZOLE,,,2801850902012,D01AC08,ΦΑΡΜΑΚΕΙΟΥ,"KARO HEALTHCARE AB, SWEDEN",2025-12-15,2026-12-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC - Παράγωγα ιμιδαζολίου και τριαζολίου με τις ίδιες ενδείξεις,2026-03-12T16:42:03.355582
GR,Greece,EOF,TOPIDERM CREAM 1% W/W TUBX30G,FLUTRIMAZOLE,,,2802340901010,D01AC16,ΦΑΡΜΑΚΕΙΟΥ,GALENICA ΑΕ,2025-12-16,2026-04-30,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC με τις ίδιες ενδείξεις,2026-03-12T16:42:03.355582
GR,Greece,EOF,TOPIDERM CUT.SOL 1% W/V FL X 30 ML,FLUTRIMAZOLE,,,2802340902017,D01AC16,ΦΑΡΜΑΚΕΙΟΥ,GALENICA ΑΕ,2025-12-16,2026-04-30,shortage,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC με τις ίδιες ενδείξεις,2026-03-12T16:42:03.355582
GR,Greece,EOF,FUSIDIC ACID/PROMOPHARMA CREAM 2% TUBX15G,FUSIDIC ACID,,,2803182901015,D06AX01,ΦΑΡΜΑΚΕΙΟΥ,PROMOPHARMA A.E./PROMOPHARMA S.A.,2025-01-28,2027-01-28,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.355582
GR,Greece,EOF,"PULVO-47 CUT.SP.PD (10811 UC+2,23MG)/G FLx148G","NEOMYCIN, SULFATE",,,2801313001023,D06AX04,ΜΗΣΥΦΑ,"COOPER CONSUMER HEALTH B.V., NETHERLANDS",2026-02-20,2026-07-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής και μορφής,2026-03-12T16:42:03.355582
GR,Greece,EOF,SYLFIO CREAM 1% W/W BOTTLE (ΠΛΑΣΤ.) X500G,"SULFADIAZINE, SILVER",,,2802611001012,D06BA01,ΦΑΡΜΑΚΕΙΟΥ,"ZWITTER PHARMACEUTICALS ΕΠΕ, GREECE",2025-09-10,2026-03-27,shortage,Καθυστέρηση παράδοσης,,2026-03-12T16:42:03.355582
GR,Greece,EOF,"ROBAZ GEL.EXT.US 0,75% W/W TUB X 30 G",METRONIDAZOLE,,,2802013801012,D06BX01,ΦΑΡΜΑΚΕΙΟΥ,"GALDERMA INTERNATIONAL, FRANCE",2024-05-13,2026-12-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,INDOXYL GEL.EXT.US (1+3)% W/W 1 TUB X 30G (ΣΩΛΗΝΆΡΙΟ LLDPE),"CLINDAMYCIN,, BENZOYL, PEROXIDE",,,2802691402013,D10AF51,ΦΑΡΜΑΚΕΙΟΥ,GLAXOSMITHKLINE ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.Β.Ε.,2022-11-10,2026-12-31,shortage,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα. Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας - D10AF Αντιμικροβιακά για τη θεραπεία της Ακμής, με τις ίδιες ενδείξεις.",2026-03-12T16:42:03.356598
GR,Greece,EOF,DALACIN C VAG.CR 2% (W/W) TUB X 40G (7 ΔΟΣΟΜΕΤΡΙΚΟΊ ΕΦΑΡΜΟΣΤΈΣ),"CLINDAMYCIN, PHOSPHATE",,,2800235408019,G01AA10,ΦΑΡΜΑΚΕΙΟΥ,PFIZER ΕΛΛΑΣ Α.Ε.,2026-03-05,2026-06-30,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,PROSTIN E2 VAG.TAB 3MG/TAB ΒΤX4,DINOPROSTONE,,,2801839901012,G02AD02,ΝΟΣΟΚΟΜΕΙΑΚΟ,PFIZER ΕΛΛΑΣ Α.Ε.,2025-12-15,2026-08-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,2026-03-12T16:42:03.356598
GR,Greece,EOF,MERIOFERT PS.INJ.SOL 150 IU 10 ΣΕΤ (10 VIALS + 10 PF.SYR x 1ML SOLV +2 ΒΕΛΟΝΕΣ),MENOTROPHIN,,,2803064902031,G03GA02,ΦΑΡΜΑΚΕΙΟΥ,"IBSA FARMACEUTICI ITALIA SRL, ITALY",2026-03-16,2026-05-18,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,2026-03-12T16:42:03.356598
GR,Greece,EOF,TOLDESOR PR.CAP 2MG/CAP BTX28 (ΣΕ PVC/PE/PVDC-ALU BLISTERS),"TOLTERODINE L-, TARTRATE",,,2802968701023,G04BD07,ΦΑΡΜΑΚΕΙΟΥ,RAFARM A.E.B.E.,2025-12-22,2026-03-13,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,VITAROS CREAM 3MG/G BTx4 (1 SACHET x1 APPLICATOR AccuDose ® x 100mg),ALPROSTADIL,,,2803086002016,G04BE01,ΦΑΡΜΑΚΕΙΟΥ,"RECORDATI IRELAND LTD, IRELAND",2026-02-11,2026-03-15,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής διαφορετικής μορφής,2026-03-12T16:42:03.356598
GR,Greece,EOF,REVATIO PD.ORA.SUS 10MG/ML FLx112ML,"SILDENAFIL, CITRATE",,,2802704603017,G04BE03,ΦΑΡΜΑΚΕΙΟΥ,"UPJOHN EESV, NETHERLANDS",2026-02-11,2026-07-15,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική μορφή,2026-03-12T16:42:03.356598
GR,Greece,EOF,PROHYPE F.C.TAB 5MG/TAB BT X 30 (BLIST 2X15),FINASTERIDE,,,2802697501055,G04CB01,ΦΑΡΜΑΚΕΙΟΥ,"PHARMATHEN INVESTMENTS GROUP LIMITED, CYPRUS",2025-12-10,2026-03-30,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,NATPAR PS.INJ.SOL 100MCG/ΔΌΣΗ 2 ΦΥΣΊΓΓΙΑ - ΓΥΆΛΙΝΟ (ΔΙΠΛΟΎ ΘΑΛΆΜΟΥ),"RECOMBINANT, HUMAN, PARATHYROID, HORMONE",,,2803168404011,H05AA03,ΦΑΡΜΑΚΕΙΟΥ,"TAKEDA PHARMACEUTICALS INTERNATIONAL AG IRELAND BRANCH, IRELAND",2025-07-14,2026-06-30,shortage,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/ PHARMAZAC F.C.TAB 30MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),CINACALCET,,,2803199301020,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,PHARMAZAC AE,2025-11-03,2026-07-06,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/ PHARMAZAC F.C.TAB 60MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),CINACALCET,,,2803199302027,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,PHARMAZAC AE,2025-11-17,2026-07-06,shortage,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/ PHARMAZAC F.C.TAB 90MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),CINACALCET,,,2803199303024,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,PHARMAZAC AE,2025-09-15,2026-07-06,shortage,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/FARAN F.C.TAB 30MG/TAB BTX28 (PVC/PE/PVDC/ALU TRANSPARENT BLISTER),CINACALCET,,,2803180101028,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,ΦΑΡΑΝ Α.Β.Ε.Ε.,2025-09-09,2026-03-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/TEVA F.C.TAB 30MG/TAB BTX28 TABS (ΣΕ BLISTER PVC/ACLAR/PVC-ALU),CINACALCET,,,2803094001032,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,"TEVA B.V., THE NETHERLANDS",2025-09-12,2026-04-15,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/TEVA F.C.TAB 60MG/TAB BTX28 TABS (ΣΕ BLISTER PVC/ACLAR/PVC-ALU),CINACALCET,,,2803094002039,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,"TEVA B.V., THE NETHERLANDS",2025-07-03,2026-04-15,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.356598
GR,Greece,EOF,CINACALCET/TEVA F.C.TAB 90MG/TAB BTX28 TABS (ΣΕ BLISTER PVC/ACLAR/PVC-ALU),CINACALCET,,,2803094003036,H05BX01,ΦΑΡΜΑΚΕΙΟΥ,"TEVA B.V., THE NETHERLANDS",2025-11-17,2026-04-15,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.357595
GR,Greece,EOF,MEFOXIL PD.INJ.SOL 2G/VIAL BT X 1 VIAL,CEFOXITIN,,,2801545102017,J01DC01,ΦΑΡΜΑΚΕΙΟΥ,ΒΙΑΝΕΞ Α.Ε.,2025-02-06,2026-05-07,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,2026-03-12T16:42:03.357595
GR,Greece,EOF,ZINACEF PD.I.SO.SU 750MG/VIAL BTx1 VIAL,"CEFUROXIME, SODIUM",,,2801669602011,J01DC02,ΦΑΡΜΑΚΕΙΟΥ,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-02-25,2026-03-16,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.357595
GR,Greece,EOF,ZINADOL F.C.TAB 250MG/TAB ΒΤΧ12 (BLIST 2X6),"CEFUROXIME, AXETIL",,,2801965002058,J01DC02,ΦΑΡΜΑΚΕΙΟΥ,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-02-25,2026-03-31,shortage,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,2026-03-12T16:42:03.357595
GR,Greece,EOF,PROCEF PD.ORA.SUS 250MG/5ML FLX60ML,"CEFPROZIL, MONOHYDRATE",,,2802099103017,J01DC10,ΦΑΡΜΑΚΕΙΟΥ,"BAUSCH HEALTH IRELAND LIMITED, IRELAND",2026-08-17,2027-08-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.357595
GR,Greece,EOF,CARBENEM PD.I.S.INF 500MG/VIAL BTX10,MEROPENEM,,,2802800301015,J01DH02,ΦΑΡΜΑΚΕΙΟΥ,ΚΟΠΕΡ Α.Ε.,2025-10-24,2026-03-31,shortage,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",2026-03-12T16:42:03.357595
